,embalaje,largo,alto,ancho,peso,procedencia,manipulacion,temperatura,protocolo
2277,B,75,73,76,83220.0,C,normal,normal,Protocolo_2
2278,B,75,76,77,87780.0,A,normal,normal,Protocolo_2
2279,A,50,52,55,28600.0,A,normal,refrigerado,Protocolo_1
2280,B,75,72,73,78840.0,B,normal,normal,Protocolo_2
2281,C,10,15,11,330.0,B,normal,normal,Protocolo_1
2282,B,75,73,75,82125.0,C,normal,normal,Protocolo_2
2283,C,10,6,9,108.0,C,fragil,normal,Protocolo_1
2284,B,75,70,75,78750.0,C,normal,normal,Protocolo_2
2285,A,50,49,52,25480.0,A,fragil,refrigerado,Protocolo_1
2286,C,10,12,13,312.0,A,normal,normal,Protocolo_1
2287,B,75,72,77,83160.0,C,normal,normal,Protocolo_2
2288,B,75,79,73,86505.0,D,normal,refrigerado,Protocolo_1
2289,A,50,50,48,24000.0,C,normal,normal,Protocolo_2
2290,A,50,49,51,24990.0,A,fragil,normal,Protocolo_1
2291,C,10,9,11,198.0,D,fragil,normal,Protocolo_1
2292,C,10,15,14,420.0,B,fragil,refrigerado,Protocolo_1
2293,A,50,45,49,22050.0,A,fragil,normal,Protocolo_1
2294,C,10,5,5,50.0,D,fragil,refrigerado,Protocolo_1
2295,B,75,74,72,79920.0,C,normal,normal,Protocolo_2
2296,B,75,80,74,88800.0,B,fragil,normal,Protocolo_1
2297,C,10,9,13,234.0,A,normal,refrigerado,Protocolo_1
2298,B,75,75,77,86625.0,A,normal,refrigerado,Protocolo_1
2299,B,75,78,74,86580.0,A,fragil,normal,Protocolo_1
2300,A,50,46,47,21620.0,A,normal,refrigerado,Protocolo_1
2301,C,10,14,8,224.0,A,fragil,normal,Protocolo_1
2302,A,50,50,48,24000.0,C,fragil,normal,Protocolo_1
2303,A,50,51,48,24480.0,C,normal,refrigerado,Protocolo_1
2304,B,75,75,74,83250.0,D,normal,normal,Protocolo_2
2305,A,50,52,52,27040.0,A,fragil,refrigerado,Protocolo_1
2306,B,75,76,74,84360.0,B,fragil,normal,Protocolo_1
2307,A,50,54,49,26460.0,C,normal,normal,Protocolo_2
2308,C,10,11,9,198.0,D,normal,normal,Protocolo_1
2309,B,75,80,74,88800.0,C,normal,refrigerado,Protocolo_1
2310,B,75,73,80,87600.0,C,normal,normal,Protocolo_2
2311,C,10,11,9,198.0,A,fragil,normal,Protocolo_1
2312,A,50,47,52,24440.0,B,fragil,normal,Protocolo_1
2313,B,75,78,75,87750.0,B,normal,refrigerado,Protocolo_1
2314,A,50,51,53,27030.0,D,fragil,refrigerado,Protocolo_1
2315,B,75,72,78,84240.0,A,normal,refrigerado,Protocolo_1
2316,B,75,79,77,91245.0,C,normal,refrigerado,Protocolo_1
2317,C,10,10,12,240.0,D,fragil,normal,Protocolo_1
2318,C,10,6,11,132.0,D,normal,normal,Protocolo_1
2319,A,50,51,51,26010.0,C,normal,normal,Protocolo_2
2320,B,75,77,80,92400.0,D,normal,refrigerado,Protocolo_1
2321,A,50,52,53,27560.0,C,normal,refrigerado,Protocolo_1
2322,C,10,13,13,338.0,A,fragil,normal,Protocolo_1
2323,C,10,7,14,196.0,B,fragil,normal,Protocolo_1
2324,C,10,6,9,108.0,A,normal,normal,Protocolo_1
2325,A,50,50,48,24000.0,C,fragil,refrigerado,Protocolo_1
2326,C,10,13,7,182.0,D,normal,normal,Protocolo_1
2327,A,50,52,47,24440.0,A,fragil,normal,Protocolo_1
2328,B,75,78,77,90090.0,C,normal,normal,Protocolo_2
2329,C,10,11,7,154.0,D,normal,normal,Protocolo_1
2330,A,50,45,54,24300.0,B,normal,normal,Protocolo_2
2331,A,50,47,48,22560.0,D,normal,normal,Protocolo_2
2332,C,10,9,8,144.0,C,normal,refrigerado,Protocolo_1
2333,C,10,8,12,192.0,A,fragil,normal,Protocolo_1
2334,A,50,49,46,22540.0,A,fragil,normal,Protocolo_1
2335,C,10,11,6,132.0,C,normal,normal,Protocolo_1
2336,C,10,7,7,98.0,A,normal,normal,Protocolo_1
2337,A,50,49,51,24990.0,C,fragil,normal,Protocolo_1
2338,A,50,50,53,26500.0,D,normal,normal,Protocolo_2
2339,B,75,73,72,78840.0,B,normal,normal,Protocolo_2
2340,A,50,51,48,24480.0,C,normal,refrigerado,Protocolo_1
2341,B,75,78,73,85410.0,A,normal,normal,Protocolo_2
2342,B,75,76,70,79800.0,C,fragil,normal,Protocolo_1
2343,A,50,46,53,24380.0,A,fragil,normal,Protocolo_1
2344,B,75,80,74,88800.0,B,normal,refrigerado,Protocolo_1
2345,B,75,74,73,81030.0,C,fragil,normal,Protocolo_1
2346,C,10,5,5,50.0,D,fragil,normal,Protocolo_1
2347,B,75,80,70,84000.0,D,fragil,normal,Protocolo_1
2348,C,10,8,15,240.0,A,fragil,normal,Protocolo_1
2349,A,50,51,51,26010.0,C,normal,normal,Protocolo_2
2350,C,10,14,15,420.0,A,normal,normal,Protocolo_1
2351,A,50,46,53,24380.0,D,normal,normal,Protocolo_2
2352,C,10,5,5,50.0,A,normal,refrigerado,Protocolo_1
2353,B,75,73,80,87600.0,D,normal,refrigerado,Protocolo_1
2354,C,10,11,9,198.0,A,normal,normal,Protocolo_1
2355,C,10,10,13,260.0,D,normal,normal,Protocolo_1
2356,B,75,78,72,84240.0,D,normal,normal,Protocolo_2
2357,B,75,76,74,84360.0,B,normal,normal,Protocolo_2
2358,A,50,55,48,26400.0,C,normal,normal,Protocolo_2
2359,C,10,11,7,154.0,C,normal,normal,Protocolo_1
2360,B,75,75,73,82125.0,A,normal,normal,Protocolo_2
2361,B,75,75,80,90000.0,C,fragil,refrigerado,Protocolo_1
2362,C,10,5,10,100.0,C,normal,normal,Protocolo_1
2363,C,10,13,5,130.0,C,fragil,refrigerado,Protocolo_1
2364,C,10,13,12,312.0,A,normal,refrigerado,Protocolo_1
2365,C,10,10,12,240.0,B,fragil,normal,Protocolo_1
2366,A,50,47,52,24440.0,A,normal,normal,Protocolo_2
2367,A,50,51,50,25500.0,C,normal,normal,Protocolo_2
2368,A,50,48,50,24000.0,B,normal,normal,Protocolo_2
2369,A,50,53,52,27560.0,A,normal,normal,Protocolo_2
2370,B,75,76,77,87780.0,A,fragil,normal,Protocolo_1
2371,B,75,78,78,91260.0,D,normal,normal,Protocolo_2
2372,B,75,79,72,85320.0,A,normal,normal,Protocolo_2
2373,C,10,9,8,144.0,D,normal,normal,Protocolo_1
2374,B,75,76,79,90060.0,D,fragil,normal,Protocolo_1
2375,A,50,46,51,23460.0,B,normal,normal,Protocolo_2
2376,A,50,49,54,26460.0,C,normal,refrigerado,Protocolo_1
2377,B,75,77,78,90090.0,A,normal,normal,Protocolo_2
2378,A,50,49,49,24010.0,D,fragil,refrigerado,Protocolo_1
2379,A,50,49,51,24990.0,A,normal,normal,Protocolo_2
2380,B,75,74,72,79920.0,D,fragil,refrigerado,Protocolo_1
2381,C,10,9,8,144.0,B,normal,refrigerado,Protocolo_1
2382,C,10,5,12,120.0,B,normal,normal,Protocolo_1
2383,A,50,52,53,27560.0,C,normal,normal,Protocolo_2
2384,A,50,53,51,27030.0,D,normal,refrigerado,Protocolo_1
2385,B,75,73,72,78840.0,C,fragil,refrigerado,Protocolo_1
2386,B,75,75,80,90000.0,C,fragil,normal,Protocolo_1
2387,C,10,6,8,96.0,D,normal,refrigerado,Protocolo_1
2388,B,75,70,77,80850.0,C,normal,normal,Protocolo_2
2389,C,10,9,14,252.0,A,normal,normal,Protocolo_1
2390,A,50,48,55,26400.0,D,fragil,normal,Protocolo_1
2391,C,10,8,10,160.0,A,normal,normal,Protocolo_1
2392,B,75,73,76,83220.0,A,normal,normal,Protocolo_2
2393,C,10,13,13,338.0,D,fragil,normal,Protocolo_1
2394,B,75,77,70,80850.0,C,fragil,normal,Protocolo_1
2395,C,10,8,9,144.0,B,fragil,normal,Protocolo_1
2396,B,75,75,74,83250.0,B,normal,normal,Protocolo_2
2397,C,10,12,12,288.0,A,fragil,normal,Protocolo_1
2398,B,75,73,72,78840.0,D,fragil,normal,Protocolo_1
2399,A,50,52,54,28080.0,A,normal,refrigerado,Protocolo_1
2400,A,50,46,50,23000.0,D,normal,normal,Protocolo_2
2401,A,50,46,51,23460.0,C,fragil,normal,Protocolo_1
2402,C,10,10,14,280.0,B,fragil,normal,Protocolo_1
2403,A,50,47,49,23030.0,D,normal,normal,Protocolo_2
2404,C,10,10,9,180.0,C,normal,normal,Protocolo_1
2405,A,50,50,50,25000.0,C,normal,normal,Protocolo_2
2406,C,10,11,14,308.0,D,fragil,normal,Protocolo_1
2407,B,75,75,71,79875.0,A,fragil,refrigerado,Protocolo_1
2408,C,10,7,8,112.0,C,normal,normal,Protocolo_1
2409,B,75,75,79,88875.0,C,normal,normal,Protocolo_2
2410,A,50,54,49,26460.0,A,fragil,normal,Protocolo_1
2411,C,10,12,6,144.0,B,fragil,refrigerado,Protocolo_1
2412,A,50,52,54,28080.0,D,normal,refrigerado,Protocolo_1
2413,A,50,51,46,23460.0,C,normal,normal,Protocolo_2
2414,A,50,46,46,21160.0,B,fragil,normal,Protocolo_1
2415,A,50,47,48,22560.0,D,normal,normal,Protocolo_2
2416,A,50,51,52,26520.0,C,fragil,normal,Protocolo_1
2417,A,50,50,54,27000.0,C,fragil,normal,Protocolo_1
2418,A,50,46,45,20700.0,A,fragil,refrigerado,Protocolo_1
2419,A,50,46,54,24840.0,D,normal,refrigerado,Protocolo_1
2420,A,50,49,48,23520.0,C,normal,normal,Protocolo_2
2421,C,10,8,10,160.0,A,normal,normal,Protocolo_1
2422,B,75,78,74,86580.0,B,normal,normal,Protocolo_2
2423,C,10,7,15,210.0,A,normal,normal,Protocolo_1
2424,B,75,71,77,82005.0,B,normal,normal,Protocolo_2
2425,C,10,12,7,168.0,A,normal,normal,Protocolo_1
2426,B,75,72,75,81000.0,D,fragil,refrigerado,Protocolo_1
2427,C,10,12,7,168.0,B,normal,normal,Protocolo_1
2428,A,50,54,51,27540.0,D,normal,normal,Protocolo_2
2429,B,75,75,79,88875.0,D,fragil,normal,Protocolo_1
2430,A,50,50,54,27000.0,C,normal,normal,Protocolo_2
2431,A,50,48,48,23040.0,A,normal,normal,Protocolo_2
2432,A,50,49,51,24990.0,D,normal,normal,Protocolo_2
2433,A,50,53,49,25970.0,A,normal,normal,Protocolo_2
2434,C,10,8,6,96.0,D,fragil,normal,Protocolo_1
2435,C,10,9,14,252.0,C,fragil,normal,Protocolo_1
2436,B,75,78,72,84240.0,C,fragil,refrigerado,Protocolo_1
2437,A,50,47,54,25380.0,D,normal,normal,Protocolo_2
2438,C,10,13,8,208.0,C,fragil,refrigerado,Protocolo_1
2439,C,10,10,8,160.0,B,fragil,normal,Protocolo_1
2440,B,75,76,73,83220.0,D,normal,normal,Protocolo_2
2441,A,50,46,48,22080.0,D,fragil,normal,Protocolo_1
2442,B,75,73,71,77745.0,D,fragil,refrigerado,Protocolo_1
2443,C,10,7,11,154.0,A,fragil,normal,Protocolo_1
2444,A,50,54,46,24840.0,A,fragil,normal,Protocolo_1
2445,B,75,74,75,83250.0,C,fragil,refrigerado,Protocolo_1
2446,A,50,53,48,25440.0,B,normal,refrigerado,Protocolo_1
2447,B,75,75,76,85500.0,C,normal,refrigerado,Protocolo_1
2448,A,50,54,54,29160.0,D,fragil,refrigerado,Protocolo_1
2449,B,75,78,74,86580.0,D,fragil,normal,Protocolo_1
2450,A,50,45,52,23400.0,D,fragil,refrigerado,Protocolo_1
2451,C,10,11,9,198.0,C,normal,refrigerado,Protocolo_1
2452,A,50,53,50,26500.0,A,normal,normal,Protocolo_2
2453,A,50,45,51,22950.0,D,normal,normal,Protocolo_2
2454,C,10,9,6,108.0,B,normal,normal,Protocolo_1
2455,C,10,13,7,182.0,A,fragil,refrigerado,Protocolo_1
2456,A,50,53,52,27560.0,C,normal,normal,Protocolo_2
2457,B,75,75,79,88875.0,C,normal,refrigerado,Protocolo_1
2458,A,50,52,53,27560.0,D,fragil,normal,Protocolo_1
2459,B,75,75,70,78750.0,B,fragil,normal,Protocolo_1
2460,A,50,53,54,28620.0,A,normal,normal,Protocolo_2
2461,B,75,79,75,88875.0,D,normal,refrigerado,Protocolo_1
2462,C,10,13,7,182.0,D,normal,refrigerado,Protocolo_1
2463,B,75,75,76,85500.0,C,normal,normal,Protocolo_2
2464,C,10,8,8,128.0,B,normal,normal,Protocolo_1
2465,B,75,80,71,85200.0,D,fragil,normal,Protocolo_1
2466,B,75,71,74,78810.0,C,fragil,normal,Protocolo_1
2467,C,10,9,10,180.0,B,normal,normal,Protocolo_1
2468,B,75,78,75,87750.0,A,normal,normal,Protocolo_2
2469,C,10,5,8,80.0,A,normal,normal,Protocolo_1
2470,B,75,80,78,93600.0,C,normal,refrigerado,Protocolo_1
2471,B,75,80,74,88800.0,B,fragil,normal,Protocolo_1
2472,B,75,72,79,85320.0,C,normal,normal,Protocolo_2
2473,C,10,13,8,208.0,B,fragil,normal,Protocolo_1
2474,C,10,7,13,182.0,C,normal,normal,Protocolo_1
2475,C,10,11,6,132.0,A,normal,refrigerado,Protocolo_1
2476,B,75,70,77,80850.0,D,normal,normal,Protocolo_2
2477,A,50,54,49,26460.0,D,fragil,refrigerado,Protocolo_1
2478,B,75,72,79,85320.0,D,fragil,normal,Protocolo_1
2479,C,10,11,5,110.0,B,normal,normal,Protocolo_1
2480,A,50,51,51,26010.0,C,normal,normal,Protocolo_2
2481,B,75,77,71,82005.0,D,normal,normal,Protocolo_2
2482,B,75,75,70,78750.0,C,fragil,normal,Protocolo_1
2483,A,50,51,49,24990.0,D,normal,normal,Protocolo_2
2484,B,75,75,72,81000.0,D,fragil,normal,Protocolo_1
2485,A,50,48,54,25920.0,B,normal,refrigerado,Protocolo_1
2486,B,75,78,73,85410.0,A,fragil,refrigerado,Protocolo_1
2487,C,10,7,15,210.0,C,normal,normal,Protocolo_1
2488,C,10,6,13,156.0,A,normal,normal,Protocolo_1
2489,C,10,10,9,180.0,C,fragil,normal,Protocolo_1
2490,C,10,11,15,330.0,A,normal,normal,Protocolo_1
2491,C,10,12,14,336.0,B,normal,normal,Protocolo_1
2492,C,10,5,9,90.0,B,normal,normal,Protocolo_1
2493,C,10,12,15,360.0,C,fragil,normal,Protocolo_1
2494,A,50,52,53,27560.0,D,normal,normal,Protocolo_2
2495,B,75,72,78,84240.0,D,normal,refrigerado,Protocolo_1
2496,A,50,50,49,24500.0,D,normal,normal,Protocolo_2
2497,B,75,75,75,84375.0,B,fragil,normal,Protocolo_1
2498,B,75,78,76,88920.0,C,fragil,normal,Protocolo_1
2499,B,75,77,77,88935.0,D,fragil,normal,Protocolo_1
2500,B,75,70,74,77700.0,A,normal,normal,Protocolo_2
2501,C,10,12,10,240.0,C,normal,normal,Protocolo_1
2502,A,50,54,51,27540.0,D,normal,normal,Protocolo_2
2503,C,10,13,9,234.0,B,normal,normal,Protocolo_1
2504,A,50,49,51,24990.0,A,normal,normal,Protocolo_2
2505,C,10,6,13,156.0,D,fragil,normal,Protocolo_1
2506,C,10,12,6,144.0,D,fragil,refrigerado,Protocolo_1
2507,C,10,11,13,286.0,A,fragil,normal,Protocolo_1
2508,A,50,54,51,27540.0,B,normal,refrigerado,Protocolo_1
2509,B,75,79,74,87690.0,D,normal,normal,Protocolo_2
2510,A,50,49,51,24990.0,C,normal,normal,Protocolo_2
2511,C,10,8,7,112.0,C,normal,refrigerado,Protocolo_1
2512,C,10,8,9,144.0,A,normal,normal,Protocolo_1
2513,A,50,45,55,24750.0,C,fragil,refrigerado,Protocolo_1
2514,C,10,11,9,198.0,C,fragil,normal,Protocolo_1
2515,C,10,6,12,144.0,A,fragil,normal,Protocolo_1
2516,C,10,7,12,168.0,C,normal,normal,Protocolo_1
2517,C,10,13,12,312.0,D,fragil,normal,Protocolo_1
2518,B,75,73,79,86505.0,A,normal,normal,Protocolo_2
2519,C,10,10,8,160.0,A,fragil,normal,Protocolo_1
2520,C,10,6,11,132.0,D,normal,normal,Protocolo_1
2521,C,10,6,13,156.0,B,fragil,normal,Protocolo_1
2522,A,50,47,49,23030.0,D,normal,normal,Protocolo_2
2523,B,75,75,73,82125.0,C,fragil,normal,Protocolo_1
2524,B,75,80,72,86400.0,A,normal,normal,Protocolo_2
2525,A,50,52,49,25480.0,A,normal,normal,Protocolo_2
2526,B,75,80,75,90000.0,D,normal,normal,Protocolo_2
2527,C,10,11,11,242.0,D,fragil,normal,Protocolo_1
2528,A,50,45,53,23850.0,C,normal,refrigerado,Protocolo_1
2529,C,10,14,13,364.0,B,normal,refrigerado,Protocolo_1
2530,B,75,72,79,85320.0,B,normal,normal,Protocolo_2
2531,A,50,52,55,28600.0,B,fragil,normal,Protocolo_1
2532,B,75,76,73,83220.0,D,normal,refrigerado,Protocolo_1
2533,C,10,12,11,264.0,B,normal,normal,Protocolo_1
2534,A,50,51,46,23460.0,D,fragil,refrigerado,Protocolo_1
2535,B,75,71,71,75615.0,A,fragil,normal,Protocolo_1
2536,A,50,47,52,24440.0,C,normal,normal,Protocolo_2
2537,C,10,9,9,162.0,D,fragil,normal,Protocolo_1
2538,B,75,73,74,81030.0,C,fragil,refrigerado,Protocolo_1
2539,B,75,73,77,84315.0,C,normal,refrigerado,Protocolo_1
2540,C,10,14,14,392.0,B,normal,refrigerado,Protocolo_1
2541,A,50,45,47,21150.0,D,fragil,refrigerado,Protocolo_1
2542,C,10,9,15,270.0,D,fragil,refrigerado,Protocolo_1
2543,A,50,49,53,25970.0,D,normal,normal,Protocolo_2
2544,C,10,8,9,144.0,C,fragil,refrigerado,Protocolo_1
2545,C,10,10,9,180.0,C,fragil,normal,Protocolo_1
2546,C,10,12,12,288.0,C,fragil,normal,Protocolo_1
2547,B,75,79,74,87690.0,A,normal,normal,Protocolo_2
2548,C,10,6,8,96.0,D,normal,normal,Protocolo_1
2549,A,50,54,47,25380.0,B,fragil,normal,Protocolo_1
2550,C,10,5,12,120.0,A,normal,refrigerado,Protocolo_1
2551,A,50,55,47,25850.0,C,normal,refrigerado,Protocolo_1
2552,A,50,46,48,22080.0,D,normal,normal,Protocolo_2
2553,A,50,55,52,28600.0,B,fragil,normal,Protocolo_1
2554,A,50,48,48,23040.0,A,normal,refrigerado,Protocolo_1
2555,C,10,5,12,120.0,C,normal,refrigerado,Protocolo_1
2556,A,50,48,50,24000.0,C,normal,normal,Protocolo_2
2557,B,75,72,74,79920.0,B,fragil,normal,Protocolo_1
2558,C,10,12,12,288.0,C,normal,normal,Protocolo_1
2559,A,50,51,50,25500.0,A,fragil,normal,Protocolo_1
2560,A,50,48,45,21600.0,C,fragil,normal,Protocolo_1
2561,A,50,50,52,26000.0,D,normal,normal,Protocolo_2
2562,B,75,74,76,84360.0,B,fragil,normal,Protocolo_1
2563,C,10,10,9,180.0,C,normal,normal,Protocolo_1
2564,C,10,12,10,240.0,C,fragil,normal,Protocolo_1
2565,C,10,7,12,168.0,A,fragil,normal,Protocolo_1
2566,C,10,15,10,300.0,A,normal,normal,Protocolo_1
2567,A,50,50,49,24500.0,A,normal,normal,Protocolo_2
2568,B,75,77,74,85470.0,D,fragil,refrigerado,Protocolo_1
2569,C,10,6,6,72.0,D,fragil,refrigerado,Protocolo_1
2570,C,10,9,9,162.0,B,normal,normal,Protocolo_1
2571,A,50,53,48,25440.0,C,normal,normal,Protocolo_2
2572,C,10,9,13,234.0,A,fragil,normal,Protocolo_1
2573,A,50,47,55,25850.0,D,normal,normal,Protocolo_2
2574,B,75,74,75,83250.0,D,normal,normal,Protocolo_2
2575,C,10,6,7,84.0,A,normal,refrigerado,Protocolo_1
2576,C,10,12,6,144.0,D,normal,refrigerado,Protocolo_1
2577,B,75,72,78,84240.0,C,fragil,refrigerado,Protocolo_1
2578,A,50,52,55,28600.0,D,fragil,normal,Protocolo_1
2579,C,10,15,11,330.0,C,normal,normal,Protocolo_1
2580,A,50,47,55,25850.0,A,fragil,refrigerado,Protocolo_1
2581,A,50,52,48,24960.0,A,normal,normal,Protocolo_2
2582,A,50,55,52,28600.0,A,normal,refrigerado,Protocolo_1
2583,A,50,52,55,28600.0,D,fragil,normal,Protocolo_1
2584,C,10,12,10,240.0,D,normal,normal,Protocolo_1
2585,A,50,54,52,28080.0,B,normal,refrigerado,Protocolo_1
2586,C,10,11,9,198.0,D,fragil,normal,Protocolo_1
2587,B,75,72,76,82080.0,D,normal,normal,Protocolo_2
2588,C,10,13,8,208.0,B,normal,normal,Protocolo_1
2589,A,50,50,55,27500.0,C,normal,normal,Protocolo_2
2590,C,10,8,10,160.0,C,fragil,refrigerado,Protocolo_1
2591,C,10,9,13,234.0,A,normal,normal,Protocolo_1
2592,C,10,7,10,140.0,D,fragil,normal,Protocolo_1
2593,C,10,9,10,180.0,A,fragil,normal,Protocolo_1
2594,C,10,9,13,234.0,A,normal,refrigerado,Protocolo_1
2595,B,75,79,73,86505.0,D,fragil,refrigerado,Protocolo_1
2596,C,10,9,8,144.0,B,normal,refrigerado,Protocolo_1
2597,B,75,79,80,94800.0,D,fragil,normal,Protocolo_1
2598,C,10,5,6,60.0,D,normal,normal,Protocolo_1
2599,A,50,47,53,24910.0,C,fragil,normal,Protocolo_1
2600,B,75,78,79,92430.0,A,fragil,normal,Protocolo_1
2601,B,75,79,78,92430.0,B,fragil,normal,Protocolo_1
2602,B,75,71,77,82005.0,B,fragil,refrigerado,Protocolo_1
2603,C,10,13,11,286.0,C,fragil,normal,Protocolo_1
2604,B,75,70,77,80850.0,C,fragil,normal,Protocolo_1
2605,B,75,73,72,78840.0,B,fragil,normal,Protocolo_1
2606,A,50,55,46,25300.0,C,normal,normal,Protocolo_2
2607,C,10,5,11,110.0,A,fragil,refrigerado,Protocolo_1
2608,B,75,77,77,88935.0,B,normal,normal,Protocolo_2
2609,C,10,9,6,108.0,B,normal,normal,Protocolo_1
2610,B,75,80,78,93600.0,D,fragil,normal,Protocolo_1
2611,B,75,76,76,86640.0,D,fragil,normal,Protocolo_1
2612,C,10,15,8,240.0,A,normal,refrigerado,Protocolo_1
2613,A,50,55,49,26950.0,A,fragil,normal,Protocolo_1
2614,C,10,7,12,168.0,A,fragil,normal,Protocolo_1
2615,A,50,53,53,28090.0,D,normal,normal,Protocolo_2
2616,B,75,76,74,84360.0,C,normal,normal,Protocolo_2
2617,B,75,76,73,83220.0,D,normal,normal,Protocolo_2
2618,C,10,10,13,260.0,D,fragil,normal,Protocolo_1
2619,B,75,72,71,76680.0,B,normal,normal,Protocolo_2
2620,B,75,74,75,83250.0,D,normal,normal,Protocolo_2
2621,B,75,70,72,75600.0,B,fragil,normal,Protocolo_1
2622,B,75,78,77,90090.0,A,fragil,refrigerado,Protocolo_1
2623,A,50,53,48,25440.0,B,normal,normal,Protocolo_2
2624,B,75,80,75,90000.0,B,normal,normal,Protocolo_2
2625,C,10,13,10,260.0,B,fragil,normal,Protocolo_1
2626,B,75,75,73,82125.0,A,fragil,normal,Protocolo_1
2627,C,10,13,13,338.0,B,normal,normal,Protocolo_1
2628,C,10,15,8,240.0,B,fragil,normal,Protocolo_1
2629,C,10,15,12,360.0,B,fragil,normal,Protocolo_1
2630,C,10,13,9,234.0,D,fragil,normal,Protocolo_1
2631,B,75,79,79,93615.0,A,normal,normal,Protocolo_2
2632,B,75,75,77,86625.0,D,fragil,refrigerado,Protocolo_1
2633,A,50,50,47,23500.0,B,fragil,normal,Protocolo_1
2634,A,50,53,50,26500.0,C,normal,normal,Protocolo_2
2635,A,50,52,46,23920.0,B,fragil,normal,Protocolo_1
2636,B,75,74,71,78810.0,B,fragil,refrigerado,Protocolo_1
2637,C,10,9,8,144.0,D,fragil,refrigerado,Protocolo_1
2638,B,75,76,78,88920.0,C,normal,normal,Protocolo_2
2639,C,10,14,12,336.0,D,normal,normal,Protocolo_1
2640,B,75,79,74,87690.0,A,normal,normal,Protocolo_2
2641,A,50,48,49,23520.0,C,normal,normal,Protocolo_2
2642,B,75,74,73,81030.0,A,fragil,refrigerado,Protocolo_1
2643,A,50,47,48,22560.0,A,normal,normal,Protocolo_2
2644,C,10,11,6,132.0,A,normal,normal,Protocolo_1
2645,C,10,10,5,100.0,A,fragil,normal,Protocolo_1
2646,B,75,78,73,85410.0,C,normal,refrigerado,Protocolo_1
2647,C,10,9,5,90.0,D,normal,refrigerado,Protocolo_1
2648,B,75,70,70,73500.0,D,normal,refrigerado,Protocolo_1
2649,A,50,48,47,22560.0,A,normal,refrigerado,Protocolo_1
2650,A,50,46,55,25300.0,B,normal,normal,Protocolo_2
2651,A,50,54,49,26460.0,C,fragil,normal,Protocolo_1
2652,A,50,52,53,27560.0,A,fragil,normal,Protocolo_1
2653,C,10,9,7,126.0,B,fragil,normal,Protocolo_1
2654,C,10,9,9,162.0,B,normal,normal,Protocolo_1
2655,A,50,53,50,26500.0,C,normal,normal,Protocolo_2
2656,A,50,53,48,25440.0,B,normal,normal,Protocolo_2
2657,C,10,12,12,288.0,C,fragil,normal,Protocolo_1
2658,C,10,10,15,300.0,C,normal,normal,Protocolo_1
2659,C,10,7,10,140.0,D,fragil,normal,Protocolo_1
2660,C,10,8,15,240.0,B,fragil,refrigerado,Protocolo_1
2661,B,75,71,72,76680.0,A,normal,normal,Protocolo_2
2662,C,10,11,15,330.0,D,fragil,normal,Protocolo_1
2663,A,50,48,55,26400.0,B,fragil,normal,Protocolo_1
2664,A,50,46,55,25300.0,D,normal,normal,Protocolo_2
2665,C,10,8,12,192.0,C,normal,refrigerado,Protocolo_1
2666,C,10,10,11,220.0,D,fragil,normal,Protocolo_1
2667,A,50,54,50,27000.0,B,normal,normal,Protocolo_2
2668,A,50,50,53,26500.0,C,normal,normal,Protocolo_2
2669,C,10,8,8,128.0,A,normal,normal,Protocolo_1
2670,B,75,70,71,74550.0,A,fragil,refrigerado,Protocolo_1
2671,B,75,76,72,82080.0,D,fragil,normal,Protocolo_1
2672,C,10,6,8,96.0,B,fragil,refrigerado,Protocolo_1
2673,C,10,12,9,216.0,C,normal,refrigerado,Protocolo_1
2674,B,75,76,72,82080.0,A,fragil,normal,Protocolo_1
2675,C,10,9,7,126.0,B,normal,normal,Protocolo_1
2676,B,75,72,79,85320.0,C,normal,normal,Protocolo_2
2677,C,10,13,7,182.0,C,normal,normal,Protocolo_1
2678,B,75,78,76,88920.0,B,fragil,normal,Protocolo_1
2679,A,50,46,47,21620.0,A,fragil,normal,Protocolo_1
2680,A,50,51,45,22950.0,A,normal,normal,Protocolo_2
2681,C,10,9,12,216.0,D,normal,normal,Protocolo_1
2682,A,50,51,53,27030.0,B,fragil,normal,Protocolo_1
2683,C,10,6,11,132.0,D,normal,normal,Protocolo_1
2684,A,50,49,54,26460.0,A,fragil,normal,Protocolo_1
2685,B,75,77,73,84315.0,B,normal,normal,Protocolo_2
2686,B,75,70,71,74550.0,C,fragil,normal,Protocolo_1
2687,B,75,76,78,88920.0,D,normal,normal,Protocolo_2
2688,B,75,78,73,85410.0,C,normal,normal,Protocolo_2
2689,A,50,45,50,22500.0,A,normal,refrigerado,Protocolo_1
2690,B,75,77,72,83160.0,D,normal,refrigerado,Protocolo_1
2691,B,75,74,78,86580.0,B,fragil,normal,Protocolo_1
2692,A,50,48,50,24000.0,D,normal,normal,Protocolo_2
2693,A,50,47,45,21150.0,C,normal,normal,Protocolo_2
2694,B,75,70,76,79800.0,A,fragil,normal,Protocolo_1
2695,B,75,70,71,74550.0,D,fragil,refrigerado,Protocolo_1
2696,C,10,5,6,60.0,D,fragil,normal,Protocolo_1
2697,C,10,9,11,198.0,A,normal,normal,Protocolo_1
2698,B,75,73,80,87600.0,A,normal,normal,Protocolo_2
2699,A,50,53,51,27030.0,B,normal,normal,Protocolo_2
2700,C,10,6,7,84.0,C,normal,normal,Protocolo_1
2701,C,10,5,14,140.0,A,normal,refrigerado,Protocolo_1
